Date,Close,ema21,ema50,atr14
2004-01-10,419.23,419.23,419.23,0.0
2004-01-11,427.0,419.93636363636364,419.53470588235297,0.5549999999999987
2004-01-12,453.68,423.00396694214874,420.8737370242215,2.4210714285714277
2004-02-11,421.88,422.90178812922613,420.9131983173893,4.519566326530612
2004-02-12,449.35,425.30617102656925,422.02836701082504,6.1588830174927125
2004-03-11,427.52,425.507428205972,422.2437251672633,7.278248516243236
2004-03-12,455.82,428.26311655088364,423.5604418273706,8.779802193654435
2004-04-10,413.95,426.96192413716693,423.18356175570904,11.143387751250547
2004-04-11,429.62,427.2035673974245,423.4359710986224,11.466717197589794
2004-05-10,418.38,426.4014249067495,423.2376977222059,11.450523112047668
2004-05-11,433.62,427.05765900613596,423.644846831139,11.721200032615693
2004-06-10,417.88,426.22332636921453,423.4187744063884,12.008257173143145
2004-06-12,452.45,428.60756942655865,424.55725384143204,13.61981023220435
2004-07-10,418.18,427.65960856959873,424.30716545549353,15.094823787046895
2004-07-12,450.9,429.7723714269079,425.35002171214086,16.35376494511497
2004-08-10,422.82,429.14033766082537,425.25080517440983,17.191353163321043
2004-08-11,431.88,429.3893978734776,425.5107735989428,16.610542223083826
2004-08-12,440.2,430.37217988497963,426.0868216931019,16.018360635720693
2004-09-11,435.32,430.82198171361784,426.44890711690186,15.22276344745493
2004-09-12,437.8,431.45634701237987,426.89404801427827,14.312566058351008
2004-09-28,412.25,429.7103154657999,426.31977162156153,15.115239911325938
2004-09-29,413.02,428.1930140598181,425.7982119501277,14.090579917659799
2004-09-30,418.25,427.2891036907437,425.50220363835797,13.45768135211267
2004-10-11,433.88,427.8882760824942,425.83074467214783,13.612846969818909
2004-10-12,434.5,428.4893418931765,426.1707154693185,12.684786471974702
2004-10-13,416.38,427.3884926301605,425.7867658430707,13.073016009690797
2004-10-14,418.15,426.54862966378226,425.48728482961695,12.265657723284312
2004-10-15,418.82,425.84602696707475,425.2258226794359,11.437396457335433
2004-10-18,416.62,425.00729724279523,424.88833943710506,10.777582424668616
2004-10-19,419.88,424.54117931163205,424.6919339689833,10.240612251478
2004-10-20,424.12,424.50289028330184,424.6695051858859,9.811997090658144
2004-10-21,423.82,424.44080934845624,424.63619125702763,9.132568727039706
2004-10-22,424.32,424.42982668041475,424.6237915998893,8.5159566751083
2004-10-25,428.62,424.8107515276498,424.7805056547956,8.214816912600565
2004-10-26,427.12,425.02068320695435,424.8722505310781,7.735187133129096
2004-10-27,424.12,424.938802915413,424.84275051025156,7.396959480762733
2004-10-28,424.15,424.86709355946635,424.815583823575,6.870748089279679
2004-10-29,428.52,425.1991759631512,424.96085504618,6.692123225759702
2004-11-10,421.82,424.8919781483193,424.8376842600553,6.692685852491151
2004-11-11,434.88,425.7999801348358,425.2315005635826,7.147494005884641
2004-11-15,436.82,426.80180012257796,425.68595152187345,6.775530148321453
2004-11-16,439.62,427.96709102052546,426.2323847955255,6.491563709155636
2004-11-17,444.62,429.4809918368413,426.95346774472057,6.385023444215947
2004-11-18,443.12,430.7209016698558,427.58744940179037,6.036093198200522
2004-11-19,447.02,432.20263788168705,428.3495102095633,5.883515112614769
2004-11-22,448.62,433.6951253469882,429.14443137781575,5.577549747428002
2004-11-23,447.0,434.9046594063529,429.8446497551563,5.294867622611716
2004-11-24,449.12,436.19696309668444,430.6005458431894,5.068091363853737
2004-11-25,451.7,437.60633008789495,431.4279754179663,4.890370552149898
2004-11-26,452.62,438.97120917081355,432.25903520549707,4.606772655567764
2004-11-29,453.68,440.3083719734669,433.09907304057566,4.353431751598638
2004-11-30,450.88,441.26942906678806,433.7963642938864,4.242472340770165
2004-12-10,415.12,438.8922082425346,433.0639578509889,6.4937243164294385
2004-12-11,437.95,438.8065529477587,433.2555673470286,7.660601150970192
2004-12-13,439.1,438.8332299525079,433.4847607844,7.195558211615181
2004-12-14,435.52,438.5320272295527,433.5645740869725,6.937304053642671
2004-12-15,440.12,438.67638839050244,433.8216496129736,6.770353764096767
2004-12-16,437.12,438.5348985368204,433.95099668697463,6.501042780946999
2004-12-17,441.18,438.77536230620035,434.23448701297565,6.326682582307927
2004-12-20,443.02,439.1612384601821,434.57901693403545,6.006205255000217
2004-12-21,441.88,439.4083986001656,434.86532999544585,5.658619165357343
2004-12-22,439.68,439.4330896365142,435.05414058385975,5.411574939260389
2004-12-23,441.88,439.6555360331947,435.321821345277,5.182176729313218
2004-12-24,442.7,439.93230548472246,435.61116168467794,4.870592677219416
2004-12-27,444.73,440.36845953156586,435.9687631872396,4.667693200275174
2004-12-28,443.5,440.6531450286962,436.26410580734785,4.4221436859698064
2004-12-29,436.38,440.2646772988147,436.26865067764794,4.614847708400535
2004-12-30,437.45,440.008797544377,436.3149781020539,4.361644300657639
2004-12-31,438.45,439.8670886767064,436.39870445099297,4.121526850610665
2005-01-02,421.1,438.1609897060967,435.7987552568364,5.066417789852758
2005-01-03,432.75,437.669081550997,435.6791962271566,5.536673662006131
2005-01-04,426.15,436.6218923190882,435.3055022574642,5.61262554329141
2005-01-06,415.45,434.6971748355347,434.5268551101127,5.9760094330563085
2005-01-07,427.65,434.0565225777588,434.25717451755924,6.420580187838
2005-01-08,432.0,433.8695659797807,434.1686578698118,6.2726816029924315
2005-01-09,443.25,434.72233270889154,434.52478893374075,6.6282043456358295
2005-01-11,459.3,436.9566660989923,435.49636583829994,7.3011897495189855
2005-01-12,503.38,442.9951509990839,438.1584691387588,9.928247624553343
2005-01-13,425.12,441.3701372718944,437.64715662351335,14.80908707994239
2005-01-14,423.15,439.71376115626765,437.07864067749324,13.892009431375078
2005-01-17,422.38,438.137964687516,436.50222339602294,12.954723043419714
2005-01-18,423.05,436.7663315341054,435.9746852236299,12.077242826032592
2005-01-19,422.85,435.50121048555036,435.4599916854483,11.228868338458836
2005-01-20,422.55,434.3238277141367,434.9537175017052,10.448234885711777
2005-01-21,426.75,433.6352979219425,434.63200308987365,10.00193239387522
2005-01-24,427.27,433.0566344744932,434.3432970863492,9.324651508598418
2005-01-25,422.43,432.0905767949938,433.8761089653159,9.004319257984243
2005-01-26,426.5,431.5823425409034,433.5868497902055,8.65186788241394
2005-01-27,426.2,431.09303867354856,433.2971694062759,8.055305890812946
2005-01-28,426.8,430.7027624304987,433.0423784491671,7.522784041469166
2005-01-31,422.62,429.9679658459079,432.63365772567033,7.284013752792797
2005-02-02,421.98,429.24178713264354,432.2158672266245,6.809441341879024
2005-02-03,432.65,429.5516246660396,432.23289204126667,7.085195531744806
2005-02-05,429.98,429.5905678782178,432.144543333766,6.769824422334461
2005-02-06,421.65,428.8686980711071,431.73299261479485,6.881265535024859
2005-02-08,432.15,429.166998246461,431.74934584558724,7.13974656823737
2005-02-09,444.65,430.57454386041906,432.25525385164264,7.522621813363273
2005-02-11,462.85,433.5086762367446,433.45504781824485,8.285291683837327
2005-02-12,503.4,439.86243294249505,436.19798711949016,10.589913706420372
2005-02-14,425.88,438.5913026749955,435.79336017362783,15.370634155961772
2005-02-15,425.62,437.412093340905,435.3944048727013,14.291303144821645
2005-02-16,425.38,436.31826667355,435.0016831129875,13.287638634477243
2005-02-17,427.45,435.5120606123182,434.70553867718405,12.486378732014584
2005-02-18,427.43,434.77732782938017,434.42022343494153,11.595923108299257
2005-02-21,427.35,434.10211620852743,434.14295977082617,10.773357171992167
2005-02-22,434.55,434.1428329168431,434.1589221327546,10.518117373992727
2005-02-23,434.5,434.1753026516755,434.1722977353917,9.77039470442182
2005-02-24,434.12,434.17027513788685,434.17024684380766,9.099652225534548
2005-02-25,434.93,434.2393410344426,434.200041085227,8.507534209424938
2005-02-28,435.62,434.3648554858569,434.2557257485514,7.949138908751728
2005-03-01,428.95,433.8725958962335,434.0476580721376,7.857771843840891
2005-03-02,417.1,432.3478144511214,433.383044030093,8.142930997852254
2005-03-03,430.27,432.15892222829217,433.2609638720501,8.50200735514852
2005-03-05,427.65,431.7490202075383,433.0409260731462,8.081863972637912
2005-03-06,422.45,430.90365473412567,432.62559563890517,7.876016546020918
2005-03-08,436.65,431.426049758296,432.78341541777166,8.327729649876566
2005-03-10,466.15,434.5827725075418,434.09190893080023,9.840034674885384
2005-03-11,460.7,436.95706591594706,435.13536348253353,9.526460769536428
2005-03-14,441.18,437.3409690144973,435.372408051846,10.240285000283825
2005-03-15,440.88,437.66269910408846,435.58839204981285,9.530264643120695
2005-03-16,443.65,438.2069991855349,435.9045335380555,9.047388597183502
2005-03-17,438.43,438.2272719868499,436.0035714385239,8.774003697384678
2005-03-18,439.35,438.32933816986355,436.1348039311309,8.213003433285776
2005-03-21,431.35,437.69485288169415,435.94716456128265,8.197788902336793
2005-03-22,427.25,436.7453208015402,435.60609928436963,7.905089695027024
2005-03-23,424.85,435.66392800140017,435.18429146929634,7.511869002525092
2005-03-24,425.05,434.6990254558183,434.786868274422,6.989592645201871
2005-03-25,426.25,433.93093223256204,434.45208912640544,6.576050313401736
2005-03-28,425.88,433.1990293023291,434.11592876850716,6.132761005301613
2005-03-29,426.38,432.5791175475719,433.81255901287943,5.730420933494355
2005-03-30,426.38,432.01556140688353,433.52108611041353,5.321105152530473
2005-03-31,428.45,431.69141946080316,433.32221998843653,5.088883355921153
2005-04-01,427.65,431.3240176916392,433.09977998889,4.782534544783928
2005-04-02,414.6,429.8036524469447,432.37429842069827,5.373067791585074
2005-04-03,434.0,430.1851385881315,432.43805142380813,6.374991520757567
2005-04-04,424.32,429.6519441710286,432.11969646601176,6.611063554989171
2005-04-05,429.23,429.613585610026,432.0063750359721,6.48955901534709
2005-04-07,427.65,429.43507782729637,431.8355367992673,6.138876228536586
2005-04-08,437.75,430.1909798429967,432.06747653262937,6.4218136407839745
2005-04-10,466.35,433.4781634936333,433.4118892176243,8.005969809299406
2005-04-11,456.6,435.5801486305757,434.3212268953646,8.130543394349449
2005-04-13,429.12,434.9928623914324,434.11725721319345,9.512647437610203
2005-04-14,424.02,433.9953294467567,433.72128634208786,9.197458334923763
2005-04-15,425.0,433.17757222432425,433.3792751129864,8.610497025286353
2005-04-18,427.25,432.63870202211297,433.1389113830654,8.15617580919447
2005-04-19,433.57,432.7233654746482,433.15581681902364,8.025020394252008
2005-04-20,434.77,432.909423158771,433.2191181202384,7.537518937519721
2005-04-21,432.57,432.87856650797363,433.19366250768,7.156267584839741
2005-04-22,434.6,433.03506046179416,433.24881299757493,6.790105614494047
2005-04-25,434.65,433.1818731470856,433.303761507474,6.308669499173041
2005-04-26,437.12,433.5398846791687,433.4534179189456,6.0344788206606825
2005-04-27,432.27,433.4244406174261,433.4070093731046,5.949873190613493
2005-04-28,431.18,433.22040056129646,433.31967567219857,5.602739391283956
2005-04-29,434.88,433.37127323754225,433.3808648615241,5.466829434763673
2005-05-01,426.55,432.7511574886747,433.11298780813104,5.671341617994838
2005-05-04,425.05,432.05105226243154,432.7967922078122,5.373388645280921
2005-05-05,430.02,431.8664111476651,432.6878983957412,5.344575170617996
2005-05-07,423.75,431.1285555887864,432.3373925763004,5.410676944145281
2005-05-08,437.95,431.7486868988967,432.55749482821017,6.038485733849188
2005-05-09,445.25,432.976078998997,433.05524012906466,6.1285938957171044
2005-05-10,464.95,435.88279908999726,434.3060150259641,7.097980046023025
2005-05-12,509.38,442.56436280908844,437.2500928680832,9.764552899878524
2005-05-13,420.4,440.5494207355349,436.58930491247213,15.422799121315773
2005-05-16,419.5,438.63583703230444,435.9191360923752,14.385456326936074
2005-05-17,418.75,436.8280336657313,435.2458366377723,13.411495160726355
2005-05-18,421.5,435.4345760597557,434.70678422060473,12.649959792103044
2005-05-19,420.65,434.090523690687,434.155537780581,11.807105521238542
2005-05-20,417.77,432.6068397188064,433.51296767153866,11.16945512686436
2005-05-23,417.25,431.21076338073306,432.87520423343915,10.408779760659762
2005-05-24,418.0,430.00978489157546,432.29186289095134,9.718866920612637
2005-05-25,419.55,429.05889535597765,431.792181993267,9.135376426283162
2005-05-26,417.75,428.0308139599797,431.2415081896095,8.611420967262939
2005-05-27,420.05,427.30528541816335,430.8026255155072,8.160605183887016
2005-05-30,418.75,426.5275321983303,430.32997353450696,7.670561956466516
2005-05-31,417.35,425.6932110893911,429.8209549645263,7.222664673861764
2005-06-01,421.32,425.295646444901,429.4875841816037,6.990331482871636
2005-06-04,426.77,425.42967858627367,429.3810122529134,6.880307805523661
2005-06-05,425.73,425.45698053297605,429.2378353018188,6.463142962271969
2005-06-06,426.0,425.50634593906915,429.11086136841413,6.02077560782397
2005-06-07,423.5,425.3239508536992,428.89082758926065,5.769291635836544
2005-06-09,444.0,427.0217735033629,429.48334415438774,6.821485090419649
2005-06-10,472.75,431.1788850030572,431.1800757561765,8.387807583961102
2005-06-12,511.4,438.4717136391429,434.32595513828727,10.549392756535308
2005-06-13,428.9,437.6015578537662,434.11317258384463,15.688721845354214
2005-06-14,426.82,436.6214162306966,433.8271658158507,14.71667028497177
2005-06-15,428.65,435.89674202790593,433.6241397054252,13.796193836045214
2005-06-16,436.15,435.9197654799144,433.7231930503105,13.346465704899128
2005-06-17,438.35,436.1406958908313,433.90463646010227,12.550289583120621
2005-06-20,438.15,436.3233599007557,434.07112130480414,11.668126041469153
2005-06-21,438.88,436.5557817279597,434.2597047830471,10.886831324221356
2005-06-22,438.05,436.6916197526906,434.4083438111629,10.168486229634116
2005-06-23,441.25,437.1060179569914,434.67664405386245,9.670737213231678
2005-06-24,440.55,437.41910723362855,434.9069717380247,9.029970269429414
2005-06-27,439.62,437.61918839420775,435.09179637574925,8.45140096447017
2005-06-28,436.0,437.47198944927976,435.12741220415126,8.106300895579444
2005-06-29,437.35,437.4608994993452,435.2145725098708,7.623707974466629
2005-06-30,435.25,437.25990863576834,435.21596182320917,7.229157404861871
2005-07-01,418.95,435.5953714870621,434.57808096739706,7.877074733086024
