Date,Close,ema21,ema50,atr14
2004-01-11,450.88,450.88,450.88,0.0
2004-01-12,438.45,449.75,450.3925490196078,0.8878571428571433
2005-01-01,422.62,447.2836363636364,449.30342945021147,1.9551530612244892
2005-01-02,435.62,446.223305785124,448.76682437373256,2.744070699708454
2005-01-03,428.45,444.60755071374905,447.970086162998,3.0602085068721374
2005-01-04,434.88,443.7232279215901,447.4567494507236,3.300907899238414
2005-01-05,417.35,441.32566174690004,446.27609260951874,4.317271620721383
2005-01-06,435.25,440.7733288608182,445.84369682091017,5.287466504955568
2005-01-07,430.2,439.8121171461984,445.2302185142078,5.270504611744458
2005-01-08,435.25,439.3973792238167,444.8388373960036,5.25475428233414
2005-01-09,469.15,442.1021629307424,445.7922163216505,7.3008432621674135
2005-01-10,465.2,444.2019663006749,446.55330587766423,7.061497314869741
2005-01-11,493.85,448.7154239097044,448.4080781961872,8.603533220950476
2005-01-12,517.6,454.97765809973123,451.12148689437595,9.685423705168299
2006-01-01,568.95,465.3387800906648,455.74221289851806,12.92575058337056
2006-01-02,561.75,474.1034364460589,459.8993810201448,14.866768398844084
2006-01-03,583.65,484.0622149509626,464.7523464703352,17.740570656069508
2006-01-04,654.5,499.5565590463296,472.19343092247897,21.723387037778828
2006-01-05,643.7,512.660508223936,478.9191787294406,26.871716535080335
2006-01-06,613.1,521.791371112669,484.181171720443,32.23802249686031
2006-01-07,634.58,532.0448828296991,490.079164986308,35.249592318513145
2006-01-08,626.9,540.6680752997264,495.4446879280214,36.20676429576221
2006-01-09,598.3,545.9073411815694,499.4782295779029,38.55270970320777
2006-01-10,606.6,551.4248556196086,503.67908331994596,39.44894472440721
2006-01-11,648.3,560.2316869269168,509.350491817203,39.72402010123527
2006-01-12,636.8,567.1924426608335,514.3485117459402,39.61516152257561
2007-01-01,653.2,575.0113115098486,519.7936681480602,40.57122141382021
2007-01-02,669.95,583.6421013725897,525.6821517500971,40.973277027118776
2007-01-03,663.6,590.9110012478088,531.0906948187207,41.25375723946744
2007-01-04,678.25,598.8509102252807,536.8616479630847,40.97848886521977
2007-01-05,660.95,604.4962820229824,541.7278578468853,40.87288251770407
2007-01-06,649.65,608.6011654754386,545.9600987156349,40.45696233786807
2007-01-07,663.5,613.5919686140352,550.5695066091395,40.5743221708775
2007-01-08,673.0,618.992698740032,555.3707024283889,40.211870587243396
2007-01-09,744.1,630.3660897636654,562.7718513527658,42.66102268815458
2007-01-10,796.2,645.4418997851503,571.9258963977554,45.028092496143536
2007-01-11,782.9,657.9380907137729,580.199390656667,47.01180017499043
2007-01-12,833.6,673.907355194339,590.1366694544447,48.38238587677682
2008-01-01,925.62,696.7903229039445,603.2928784954469,52.07864402843562
2008-01-02,972.48,721.8530208217676,617.7708048289587,54.83016945497594
2008-01-03,915.7,739.4754734743342,629.4543026788035,59.924443065334806
2008-01-04,870.95,751.4277031584857,638.9247221815955,62.09412570352518
2008-01-05,886.9,763.7433665077142,648.6492428803564,64.10883101041624
2008-01-06,925.1,778.4121513706493,659.490449041911,65.1153430811008
2008-01-07,913.85,790.7246830642267,669.4653333932087,67.19639000387932
2008-01-08,830.8,794.3678936947515,675.7921830640632,72.6109335750308
2008-01-09,871.95,801.4208124497741,683.4846464733157,80.56729546252859
2008-01-10,725.05,794.4780113179763,685.1146603371072,92.68391721520513
2008-01-11,817.5,796.5709193799785,690.3062422846716,95.33863741411905
2008-01-12,880.2,804.1735630727077,697.7530563127237,99.1823061702534
2009-01-01,927.75,815.4077846115524,706.77254430046,101.29428430094958
2009-01-02,945.15,827.2025314650476,716.120679818089,102.51612113659604
2009-01-03,918.15,835.4704831500433,724.0433982565953,101.17925534112491
2009-01-04,886.5,840.109530136403,730.4142453837876,98.83430853104456
2009-01-05,980.0,852.8268455785482,740.2019220354038,98.94971506454138
2009-01-06,926.85,859.5562232532255,747.5214545046036,97.37473541707415
2009-01-07,954.75,868.2102029574777,755.6480641318742,94.25511145871171
2009-01-08,951.15,875.750184506798,763.314806714938,90.4904606402323
2009-01-09,1007.7,887.7456222789073,772.8985397849405,89.58757059450141
2009-01-10,1044.9,902.0323838899156,783.5652637149428,89.2027441234656
2009-01-11,1178.85,927.1976217181051,799.0666259222,93.87754811464663
2009-01-12,1096.2,942.5614742891864,810.7189151017217,98.02915182074331
